Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
219;21101047089;"Vestnik Sankt-Peterburgskogo Universiteta. Pravo";journal;"25875833, 20741243";0,231;Q2;6;73;205;1503;37;205;0,14;20,59;-;0;27;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2019-2024";"Law (Q2)";"Social Sciences"
220;21101053100;"Neizvestnyi Dostoevskii";journal;"24095788";0,230;Q1;5;28;84;844;47;84;0,62;30,14;-;0;2;Russian Federation;Eastern Europe;"Petrozavodsk State University";"2019-2024";"Literature and Literary Theory (Q1)";"Arts and Humanities"
221;21100899284;"Human Sport Medicine";journal;"25000209, 25000195";0,229;Q3;10;121;419;2148;114;418;0,28;17,75;-;0;22;Russian Federation;Eastern Europe;"South Ural State University - Institute of Sport, Tourism and Service";"2016-2024";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine"
222;21100455533;"Modern History of Russia";journal;"23097973, 22199659";0,229;Q1;7;47;204;2439;41;204;0,19;51,89;-;0;12;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2015-2024";"History (Q1)";"Arts and Humanities"
223;19700186874;"Catalysis in Industry";journal;"20700555, 20700504";0,228;Q4;20;41;119;2164;130;119;1,21;52,78;-;0;11;Russian Federation;Eastern Europe;"";"2010-2024";"Catalysis (Q4)";"Chemical Engineering"
224;21100929413;"Geophysical Research";journal;"18183735, 23119543";0,228;Q3;5;16;67;511;33;67;0,44;31,94;-;0;3;Russian Federation;Eastern Europe;"Institute of Physics of the Russian Academy of Sciences";"2019-2024";"Computers in Earth Sciences (Q3); Geophysics (Q3); Geochemistry and Petrology (Q4)";"Earth and Planetary Sciences"
225;21101083805;"Bulletin of Kamchatka Regional Association Educational-Scientific Center. Earth Sciences";journal;"18165524, 18165532";0,227;Q3;5;37;98;1014;46;98;0,52;27,41;-;0;2;Russian Federation;Eastern Europe;"Institute of Volcanology and Seismology FEB RAS";"2019-2024";"Geology (Q3); Geophysics (Q3); Geochemistry and Petrology (Q4)";"Earth and Planetary Sciences"
226;21100864538;"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika";journal;"08696632, 25421905";0,226;Q3;12;55;158;1582;76;149;0,50;28,76;-;0;0;Russian Federation;Eastern Europe;"Saratov State University";"2005-2025";"Physics and Astronomy (miscellaneous) (Q3); Applied Mathematics (Q4); Statistical and Nonlinear Physics (Q4)";"Mathematics; Physics and Astronomy"
227;21100777305;"Logos (Russian Federation)";journal;"08695377, 24999628";0,225;Q1;8;62;170;1238;33;165;0,17;19,97;-;0;8;Russian Federation;Eastern Europe;"Gaidar Institute Press";"2016-2024";"Literature and Literary Theory (Q1); Cultural Studies (Q2); Philosophy (Q2)";"Arts and Humanities; Social Sciences"
228;21101060308;"Vestnik MGIMO-Universiteta";journal;"25419099, 20718160";0,225;Q1;6;58;150;1604;60;149;0,46;27,66;-;0;27;Russian Federation;Eastern Europe;"MGIMO University";"2019-2024";"History (Q1); Business, Management and Accounting (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
229;21100241760;"Markov Processes and Related Fields";journal;"10242953";0,224;Q4;11;12;87;327;35;85;0,36;27,25;-;0;0;Russian Federation;Eastern Europe;"Polymat";"2012-2024";"Applied Mathematics (Q4); Statistics and Probability (Q4)";"Mathematics"
230;21101056927;"Spatial Economics";journal;"25875957, 18159834";0,224;Q3;7;31;107;1026;52;107;0,51;33,10;-;0;17;Russian Federation;Eastern Europe;"Economic Research Institute, Far Eastern Branch, Russian Academy of Sciences";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Business and International Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
231;21100902867;"Differencialnie Uravnenia i Protsesy Upravlenia";journal;"18172172";0,223;Q4;7;32;83;746;30;83;0,33;23,31;-;0;1;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2019-2024";"Analysis (Q4); Applied Mathematics (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Mathematics"
232;21100793212;"Sovremennaya Evropa";journal;"02017083";0,223;Q3;9;97;329;1682;73;328;0,25;17,34;-;0;52;Russian Federation;Eastern Europe;"Institute of Europe of Russian Academy of Sciences";"2016-2024";"Political Science and International Relations (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
233;21100808900;"Voprosy Ginekologii, Akusherstva i Perinatologii";journal;"24149152, 17261678";0,222;Q3;15;102;347;3123;533;347;1,64;30,62;-;0;53;Russian Federation;Eastern Europe;"Dynasty Publishing House";"2016-2024";"Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3)";"Medicine"
234;21101038728;"International Journal for Computational Civil and Structural Engineering";journal;"25880195, 25879618";0,221;Q3;6;68;166;1528;102;166;0,63;22,47;-;0;9;Russian Federation;Eastern Europe;"ASV Publishing House";"2019-2024";"Building and Construction (Q3); Computational Mechanics (Q3); Civil and Structural Engineering (Q4); Mechanics of Materials (Q4)";"Engineering"
235;21101128456;"Problemy Istoricheskoy Poetiki";journal;"10269479, 24114642";0,221;Q1;6;59;193;1163;41;192;0,19;19,71;-;0;3;Russian Federation;Eastern Europe;"Petrozavodsk State University";"2019-2024";"Literature and Literary Theory (Q1)";"Arts and Humanities"
236;21101061920;"Research Results in Biomedicine";journal;"26586533";0,221;Q3;14;39;120;1492;129;120;1,26;38,26;-;0;28;Russian Federation;Eastern Europe;"Belgorod State National Research University";"2018-2024";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Obstetrics and Gynecology (Q3); Pharmacology (medical) (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Genetics (Q4); Pharmacology (Q4); Psychiatry and Mental Health (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
237;21100793172;"Informatika i ee Primeneniya";journal;"19922264, 23109912";0,220;Q3;10;24;173;343;76;173;0,50;14,29;-;0;1;Russian Federation;Eastern Europe;"Federal Research Center "Computer Science and Control" of Russian Academy of Sciences";"2015-2024";"Computer Networks and Communications (Q3); Applied Mathematics (Q4); Computational Theory and Mathematics (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Mathematics"
238;21100778766;"Public Administration Issues";journal;"19995431, 24095095";0,220;Q3;11;38;146;1381;92;141;0,67;36,34;-;0;18;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2024";"Public Administration (Q3)";"Social Sciences"
239;27909;"Geodeziya i Kartografiya";journal;"25878492, 00167126";0,219;Q3;7;45;227;704;69;227;0,32;15,64;-;0;10;Russian Federation;Eastern Europe;"Center of Geodesy, Cartography and SDI, FSBI";"1979-1982, 2019-2024";"Earth-Surface Processes (Q3); Computers in Earth Sciences (Q4); Geophysics (Q4)";"Earth and Planetary Sciences"
240;21100780549;"Russian Sociological Review";journal;"1728192X, 17281938";0,219;Q2;11;53;142;4495;47;139;0,39;84,81;-;0;20;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2001-2003, 2016-2024";"Cultural Studies (Q2); Philosophy (Q2); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
241;21100853599;"Vestnik of Saint Petersburg University. Earth Sciences";journal;"2587585X, 25419668";0,219;Q3;9;20;116;733;67;116;0,45;36,65;-;0;10;Russian Federation;Eastern Europe;"St. Petersburg University Press";"2017-2024";"Earth and Planetary Sciences (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Geology (Q3)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
242;54630;"Biomeditsinskaya Khimiya";journal;"23106905, 23106972";0,217;Q4;20;50;151;1994;112;150;0,83;39,88;-;0;18;Russian Federation;Eastern Europe;"Rossiiskaya Akademiya Meditsinskikh Nauk";"2003-2024";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
243;21101168860;"Discrete and Continuous Models and Applied Computational Science";journal;"26587149, 26584670";0,217;Q3;5;20;72;606;37;72;0,64;30,30;-;0;1;Russian Federation;Eastern Europe;"Peoples' Friendship University of Russia";"2019-2024";"Computer Science (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3); Modeling and Simulation (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics; Physics and Astronomy"
244;21101233918;"Ojkumena Regional Researches";journal;"19986785";0,216;Q1;2;66;198;1338;22;176;0,11;20,27;-;0;19;Russian Federation;Eastern Europe;"Vladivostok State University";"2020-2024";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
245;28901;"Tsvetnye Metally";journal;"03722929";0,216;Q3;17;125;410;3073;214;408;0,59;24,58;-;0;15;Russian Federation;Eastern Europe;"Izdatel'stvo Ruda i Metally";"1970-1971, 1975-1988, 2001-2005, 2013-2024";"Materials Chemistry (Q3); Metals and Alloys (Q3); Ceramics and Composites (Q4); Condensed Matter Physics (Q4); Physical and Theoretical Chemistry (Q4); Surfaces, Coatings and Films (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
246;21101155948;"Experimental Psychology (Russia)";journal;"20727593, 23117036";0,215;Q4;8;57;168;1820;88;168;0,57;31,93;-;0;7;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2019-2024";"Experimental and Cognitive Psychology (Q4); Neuropsychology and Physiological Psychology (Q4); Psychology (miscellaneous) (Q4)";"Psychology"
247;21101068584;"R-Economy";journal;"24120731";0,215;Q3;8;29;80;1228;60;79;0,93;42,34;-;0;26;Russian Federation;Eastern Europe;"Ural Federal University";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Public Administration (Q3)";"Economics, Econometrics and Finance; Social Sciences"
248;21100299415;"Voprosy Prakticheskoi Pediatrii";journal;"18177646, 24149705";0,215;Q3;11;73;316;2169;239;315;0,86;29,71;-;0;34;Russian Federation;Eastern Europe;"Dinastiia";"2013-2024";"Pediatrics, Perinatology and Child Health (Q3)";"Medicine"
249;21101153195;"Clinical Psychology and Special Education";journal;"23040394";0,214;Q4;4;47;38;1697;41;38;1,08;36,11;-;0;13;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2023-2024";"Clinical Psychology (Q4); Developmental and Educational Psychology (Q4); Experimental and Cognitive Psychology (Q4); Neuropsychology and Physiological Psychology (Q4)";"Psychology"
250;21101094997;"Indo-European Linguistics and Classical Philology Yearbook";journal;"23069015, 26586452";0,214;Q2;4;136;255;3380;30;255;0,15;24,85;-;0;7;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"2019-2024";"Linguistics and Language (Q2)";"Social Sciences"
251;21100778840;"Obesity and Metabolism";journal;"20718713, 23065524";0,214;Q3;14;44;130;1882;168;130;0,85;42,77;-;0;33;Russian Federation;Eastern Europe;"Endocrinology Research Centre (Moscow)";"2016-2024";"Internal Medicine (Q3); Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4); Nutrition and Dietetics (Q4); Public Health, Environmental and Occupational Health (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Nursing"
252;21100872374;"Russian Journal of Earth Sciences";journal;"16811178, 16811208";0,214;Q3;23;69;158;2448;101;157;0,64;35,48;-;0;9;Russian Federation;Eastern Europe;"Geophysical Center of the Russian Academy of Sciences";"1998-2024";"Earth and Planetary Sciences (miscellaneous) (Q3)";"Earth and Planetary Sciences"
253;21101062488;"Tonkie Khimicheskie Tekhnologii";journal;"26867575, 24106593";0,214;Q4;8;41;120;1019;104;120;0,86;24,85;-;0;10;Russian Federation;Eastern Europe;"MIREA - Russian Technological University";"2019-2025";"Fluid Flow and Transfer Processes (Q4); Inorganic Chemistry (Q4); Organic Chemistry (Q4); Process Chemistry and Technology (Q4)";"Chemical Engineering; Chemistry"
254;21100410100;"Applied Physics";journal;"19960948";0,213;Q4;10;44;200;733;54;200;0,28;16,66;-;0;0;Russian Federation;Eastern Europe;"Federal Informational-Analytical Center of the Defense Industry";"2011-2024";"Physics and Astronomy (miscellaneous) (Q4)";"Physics and Astronomy"
255;21100942816;"Shagi/ Steps";journal;"27821765, 24129410";0,212;Q2;3;77;204;2198;20;197;0,09;28,55;-;0;2;Russian Federation;Eastern Europe;"Russian Presidential Academy of National Economy and Public Administration";"2019-2024";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3); Psychology (miscellaneous) (Q4)";"Arts and Humanities; Psychology; Social Sciences"
256;21101032633;"Social Psychology and Society";journal;"22211527, 23117052";0,212;Q3;9;55;169;1977;109;166;0,71;35,95;-;0;12;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2016-2024";"Social Sciences (miscellaneous) (Q3); Applied Psychology (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
257;21101067744;"Zanry Reci";journal;"23110759, 23110740";0,212;Q2;6;37;105;875;29;105;0,25;23,65;-;0;4;Russian Federation;Eastern Europe;"Saratov State University";"2019-2024";"Linguistics and Language (Q2)";"Social Sciences"
258;21101162548;"Zhurnal Srednevolzhskogo Matematicheskogo Obshchestva";journal;"20796900, 25877496";0,212;Q4;3;22;77;372;16;77;0,21;16,91;-;0;0;Russian Federation;Eastern Europe;"National Research Ogarev Mordovia State University";"2021-2024";"Applied Mathematics (Q4); Computational Mathematics (Q4); Control and Optimization (Q4); Mathematics (miscellaneous) (Q4)";"Mathematics"
259;21101058740;"Euroasian Entomological Journal";journal;"16844866";0,211;Q4;6;67;184;1577;76;184;0,50;23,54;-;0;3;Russian Federation;Eastern Europe;"KMK Scientific Press Ltd.";"2019-2024";"Ecology, Evolution, Behavior and Systematics (Q4); Insect Science (Q4)";"Agricultural and Biological Sciences"
260;21100326272;"Russian Journal of Cardiology";journal;"15604071";0,211;Q4;31;196;664;5430;645;659;0,94;27,70;-;0;116;Russian Federation;Eastern Europe;"Russian Society of Cardiology";"2008-2024";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
261;21100780547;"Tuberculosis and Lung Diseases";journal;"25421506, 20751230";0,211;Q4;21;72;293;1441;154;293;0,54;20,01;-;0;64;Russian Federation;Eastern Europe;"New Terra Publishing House";"2010, 2017-2024";"Infectious Diseases (Q4); Pulmonary and Respiratory Medicine (Q4)";"Medicine"
262;21100927978;"Vestnik Volgogradskogo Gosudarstvennogo Universiteta, Seriia 4: Istoriia, Regionovedenie, Mezhdunarodnye Otnosheniia";journal;"19989938, 23128704";0,211;Q1;5;119;392;4328;59;391;0,17;36,37;-;0;27;Russian Federation;Eastern Europe;"Volgograd State University";"2019-2024";"History (Q1); Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
263;21101073950;"Annals of Critical Care";journal;"1818474X, 17269806";0,210;Q2;10;58;129;2318;139;126;0,96;39,97;-;0;18;Russian Federation;Eastern Europe;"Practical Medicine Publishing House LLC";"2018-2025";"Emergency Medical Services (Q2); Anesthesiology and Pain Medicine (Q3); Critical Care and Intensive Care Medicine (Q3); Emergency Medicine (Q3); Law (Q3)";"Health Professions; Medicine; Social Sciences"
264;21100203318;"Cardiovascular Therapy and Prevention (Russian Federation)";journal;"17288800";0,210;Q4;26;218;617;7416;559;588;0,85;34,02;-;0;129;Russian Federation;Eastern Europe;"Vserossiiskoe Obshchestvo Kardiologov";"2011-2024";"Cardiology and Cardiovascular Medicine (Q4); Education (Q4)";"Medicine; Social Sciences"
265;21101040209;"Journal of Biomedical Photonics and Engineering";journal;"24112844";0,210;Q4;10;47;124;1822;134;122;1,02;38,77;-;0;14;Russian Federation;Eastern Europe;"Samara National Research University";"2019-2024";"Acoustics and Ultrasonics (Q4); Atomic and Molecular Physics, and Optics (Q4); Biomaterials (Q4); Biomedical Engineering (Q4)";"Engineering; Materials Science; Physics and Astronomy"
266;21101089491;"Srednie Veka";journal;"01318780";0,209;Q1;3;0;122;0;13;118;0,11;0,00;-;0;0;Russian Federation;Eastern Europe;"Izdatel'stvo Nauka";"2019-2023";"History (Q1)";"Arts and Humanities"
267;15148;"Vestnik Oftalmologii";journal;"23091282, 0042465X";0,209;Q3;18;129;390;3779;253;389;0,56;29,29;-;0;15;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"1945-1946, 1949-2024";"Ophthalmology (Q3); Medicine (miscellaneous) (Q4)";"Medicine"
268;14385;"Vestnik Otorinolaringologii";journal;"00424668, 23091274";0,209;Q3;13;82;318;2049;156;318;0,39;24,99;-;0;13;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"1945-1946, 1948, 1950-2024";"Otorhinolaryngology (Q3); Medicine (miscellaneous) (Q4)";"Medicine"
